"","x"
"831","ENSP00000364935"
"832","ENSP00000364979"
"833","ENSP00000365042"
"834","ENSP00000365145"
"835","ENSP00000365227"
"836","ENSP00000365435"
"837","ENSP00000365505"
"838","ENSP00000365606"
"839","ENSP00000365619"
"840","ENSP00000365757"
"841","ENSP00000365773"
"842","ENSP00000365837"
"843","ENSP00000366156"
"844","ENSP00000366233"
"845","ENSP00000366519"
"846","ENSP00000366525"
"847","ENSP00000366549"
"848","ENSP00000366641"
"849","ENSP00000366901"
"850","ENSP00000366939"
"851","ENSP00000367028"
"852","ENSP00000367086"
"853","ENSP00000367265"
"854","ENSP00000367608"
"855","ENSP00000367910"
"856","ENSP00000368017"
"857","ENSP00000368022"
"858","ENSP00000368565"
"859","ENSP00000368632"
"860","ENSP00000368710"
"861","ENSP00000368767"
"862","ENSP00000368964"
"863","ENSP00000368984"
"864","ENSP00000369081"
"865","ENSP00000369274"
"866","ENSP00000369292"
"867","ENSP00000369391"
"868","ENSP00000369702"
"869","ENSP00000369786"
"870","ENSP00000369810"
"871","ENSP00000369853"
"872","ENSP00000369927"
"873","ENSP00000370003"
"874","ENSP00000370104"
"875","ENSP00000370128"
"876","ENSP00000370589"
"877","ENSP00000370671"
"878","ENSP00000370736"
"879","ENSP00000370981"
"880","ENSP00000371318"
"881","ENSP00000371798"
"882","ENSP00000371800"
"883","ENSP00000371858"
"884","ENSP00000371905"
"885","ENSP00000372023"
"886","ENSP00000373301"
"887","ENSP00000374268"
"888","ENSP00000374274"
"889","ENSP00000374354"
"890","ENSP00000375711"
"891","ENSP00000375767"
"892","ENSP00000375778"
"893","ENSP00000375783"
"894","ENSP00000375872"
"895","ENSP00000376123"
"896","ENSP00000376132"
"897","ENSP00000376188"
"898","ENSP00000376227"
"899","ENSP00000376272"
"900","ENSP00000376276"
"901","ENSP00000376352"
"902","ENSP00000376472"
"903","ENSP00000376505"
"904","ENSP00000376553"
"905","ENSP00000376611"
"906","ENSP00000376827"
"907","ENSP00000376872"
"908","ENSP00000376889"
"909","ENSP00000376899"
"910","ENSP00000377003"
"911","ENSP00000377061"
"912","ENSP00000377112"
"913","ENSP00000377536"
"914","ENSP00000377617"
"915","ENSP00000377681"
"916","ENSP00000377789"
"917","ENSP00000377833"
"918","ENSP00000377941"
"919","ENSP00000377944"
"920","ENSP00000378067"
"921","ENSP00000378089"
"922","ENSP00000378313"
"923","ENSP00000378332"
"924","ENSP00000378356"
"925","ENSP00000378401"
"926","ENSP00000378426"
"927","ENSP00000378563"
"928","ENSP00000378699"
"929","ENSP00000378743"
"930","ENSP00000378917"
"931","ENSP00000378920"
"932","ENSP00000378935"
"933","ENSP00000379111"
"934","ENSP00000379208"
"935","ENSP00000379475"
"936","ENSP00000379602"
"937","ENSP00000379643"
"938","ENSP00000379762"
"939","ENSP00000380034"
"940","ENSP00000380155"
"941","ENSP00000380165"
"942","ENSP00000380241"
"943","ENSP00000380321"
"944","ENSP00000380334"
"945","ENSP00000380414"
"946","ENSP00000380666"
"947","ENSP00000380697"
"948","ENSP00000380793"
"949","ENSP00000380855"
"950","ENSP00000380904"
"951","ENSP00000380911"
"952","ENSP00000381237"
"953","ENSP00000381340"
"954","ENSP00000381461"
"955","ENSP00000381601"
"956","ENSP00000381824"
"957","ENSP00000381876"
"958","ENSP00000382342"
"959","ENSP00000382707"
"960","ENSP00000382805"
"961","ENSP00000382828"
"962","ENSP00000383003"
"963","ENSP00000383986"
"964","ENSP00000384160"
"965","ENSP00000384273"
"966","ENSP00000384363"
"967","ENSP00000384400"
"968","ENSP00000384615"
"969","ENSP00000384716"
"970","ENSP00000384863"
"971","ENSP00000384949"
"972","ENSP00000384999"
"973","ENSP00000385021"
"974","ENSP00000385410"
"975","ENSP00000385632"
"976","ENSP00000385735"
"977","ENSP00000385834"
"978","ENSP00000385958"
"979","ENSP00000385968"
"980","ENSP00000386023"
"981","ENSP00000386239"
"982","ENSP00000386264"
"983","ENSP00000386302"
"984","ENSP00000386331"
"985","ENSP00000386346"
"986","ENSP00000386380"
"987","ENSP00000386458"
"988","ENSP00000386488"
"989","ENSP00000386531"
"990","ENSP00000386559"
"991","ENSP00000386665"
"992","ENSP00000386834"
"993","ENSP00000387046"
"994","ENSP00000387356"
"995","ENSP00000388275"
"996","ENSP00000388510"
"997","ENSP00000388550"
"998","ENSP00000388620"
"999","ENSP00000388996"
"1000","ENSP00000389103"
"1001","ENSP00000389182"
"1002","ENSP00000389414"
"1003","ENSP00000389445"
"1004","ENSP00000389787"
"1005","ENSP00000390265"
"1006","ENSP00000391583"
"1007","ENSP00000391748"
"1008","ENSP00000392549"
"1009","ENSP00000392985"
"1010","ENSP00000393139"
"1011","ENSP00000393963"
"1012","ENSP00000394394"
"1013","ENSP00000394936"
"1014","ENSP00000395473"
"1015","ENSP00000395772"
"1016","ENSP00000396937"
"1017","ENSP00000398105"
"1018","ENSP00000399457"
"1019","ENSP00000400223"
"1020","ENSP00000400467"
"1021","ENSP00000400736"
"1022","ENSP00000400839"
"1023","ENSP00000400870"
"1024","ENSP00000401010"
"1025","ENSP00000401303"
"1026","ENSP00000401831"
"1027","ENSP00000402338"
"1028","ENSP00000402373"
"1029","ENSP00000402394"
"1030","ENSP00000402527"
"1031","ENSP00000403400"
"1032","ENSP00000404074"
"1033","ENSP00000404092"
"1034","ENSP00000404190"
"1035","ENSP00000404296"
"1036","ENSP00000404375"
"1037","ENSP00000404718"
"1038","ENSP00000405965"
"1039","ENSP00000406261"
"1040","ENSP00000408002"
"1041","ENSP00000408108"
"1042","ENSP00000408295"
"1043","ENSP00000410007"
"1044","ENSP00000410059"
"1045","ENSP00000410409"
"1046","ENSP00000410689"
"1047","ENSP00000410811"
"1048","ENSP00000411532"
"1049","ENSP00000412461"
"1050","ENSP00000413405"
"1051","ENSP00000413436"
"1052","ENSP00000414055"
"1053","ENSP00000414150"
"1054","ENSP00000414398"
"1055","ENSP00000414982"
"1056","ENSP00000415049"
"1057","ENSP00000415115"
"1058","ENSP00000415243"
"1059","ENSP00000415536"
"1060","ENSP00000415769"
"1061","ENSP00000415836"
"1062","ENSP00000416168"
"1063","ENSP00000416250"
"1064","ENSP00000416289"
"1065","ENSP00000416387"
"1066","ENSP00000416508"
"1067","ENSP00000416561"
"1068","ENSP00000417138"
"1069","ENSP00000417273"
